,F1,F2,F3,F4,F5,F6,F7,F8
cluster1,-2.5562460260705016,0.011995597814559368,-0.04262580653970869,0.1432926729868691,0.22032312927766937,-0.13240810755569543,0.08889040424561245,0.0014745677201332586
cluster2,-0.6837958435424757,0.28265203073950057,0.16596966044686892,0.24115767933348436,-0.20293599080175778,0.34308718757256956,-0.15967788985556666,-0.029397575921679006
cluster3,1.84771317960344,2.0747201011348513,-0.5582866928843362,-0.022122948006895723,-0.11603591744012398,-0.06499689401950715,0.0874851919310153,0.02930192633267692
cluster4,0.8509548515423563,-0.8548841193850388,-0.5230530773599967,-0.666319424737904,-0.31336982700386334,0.014017543852011677,-0.01643507798089383,-0.00398724134477431
cluster5,2.442836883547884,-0.7123758606415741,1.0782388977974278,0.46866042896238214,0.4694841490655244,-0.20750216430107626,0.021666111496784157,0.020003467700887678
